sample,chr,startpos,endpos
P146_1,chr8,86279673,86340885
P146_1,chr8,86340886,87303599
P146_1,chr8,87303600,87843983
P146_1,chr8,87843984,88422372
P146_1,chr8,88422373,89745580
P146_1,chr8,89745581,90944465
P146_1,chr8,90944466,91130652
P146_1,chr8,91130653,91583424
P146_1,chr8,91583425,92071473
P146_1,chr8,92071474,93053836
P146_1,chr8,93053837,93503579
P146_1,chr8,93503580,95266096
P146_1,chr8,95266097,96202855
P146_1,chr8,96202856,97299033
P146_1,chr8,97299034,97644615
P146_1,chr8,97644616,97974594
P146_1,chr8,97974595,99052644
P146_1,chr8,99052645,99308095
P146_1,chr8,99308096,100039643
P146_1,chr8,100039644,100582660
P146_1,chr8,100582661,103733226
P146_1,chr8,103733227,105388192
P146_1,chr8,105388193,107499389
P146_1,chr8,107499390,107567514
P146_1,chr8,107567515,108303844
P146_1,chr8,108303845,111464839
P146_1,chr8,111464840,113498509
P146_1,chr8,113498510,116133219
P146_1,chr8,116133220,118925668
P146_1,chr8,118925669,119160277
P146_1,chr8,119160278,120695236
P146_1,chr8,120695237,126667413
P146_1,chr8,126667414,128862879
P146_1,chr8,128862880,129050590
P146_1,chr8,129050591,129316748
P146_1,chr8,129316749,132963649
P146_1,chr8,132963650,133980375
P146_1,chr8,133980376,138058210
P146_1,chr8,138058211,139527952
P146_1,chr8,139527953,142660990
P146_1,chr8,142660991,145406993
P146_1,chr8,145406994,146259314
P146_2,chr8,0,3421
P146_2,chr8,3422,12492459
P146_2,chr8,12492460,51608648
P146_2,chr8,51608649,54782151
P146_2,chr8,54782152,59397456
P146_2,chr8,59397457,60072613
P146_2,chr8,60072614,71294064
P146_2,chr8,71294065,72996436
P146_2,chr8,72996437,76354691
P146_2,chr8,76354692,80515357
P146_2,chr8,80515358,83696356
P146_2,chr8,83696357,83942778
P146_2,chr8,83942779,85957419
P146_2,chr8,85957420,90232898
P146_2,chr8,90232899,93095772
P146_2,chr8,93095773,107830758
P146_2,chr8,107830759,143837912
P146_2,chr8,143837913,143928192
P146_2,chr8,143928193,146259314
P147_1,chr8,0,3421
P147_1,chr8,3422,25622817
P147_1,chr8,25622818,35646285
P147_1,chr8,35646286,58214574
P147_1,chr8,58214575,75532337
P147_1,chr8,75532338,78118997
P147_1,chr8,78118998,108444997
P147_1,chr8,108444998,146259314
P147_2,chr8,0,3421
P147_2,chr8,3422,146259314
P148_1,chr8,0,3421
P148_1,chr8,3422,4627
P148_1,chr8,4628,804339
P148_1,chr8,804340,7129539
P148_1,chr8,7129540,12910932
P148_1,chr8,12910933,22486735
P148_1,chr8,22486736,41288805
P148_1,chr8,41288806,43901848
P148_1,chr8,43901849,44681223
P148_1,chr8,44681224,45709531
P148_1,chr8,45709532,45933632
P148_1,chr8,45933633,46463429
P148_1,chr8,46463430,47401225
P148_1,chr8,47401226,48490906
P148_1,chr8,48490907,51608648
P148_1,chr8,51608649,63593863
P148_1,chr8,63593864,65179020
P148_1,chr8,65179021,70796661
P148_1,chr8,70796662,73775976
P148_1,chr8,73775977,75063108
P148_1,chr8,75063109,76043721
P148_1,chr8,76043722,76914633
P148_1,chr8,76914634,77603600
P148_1,chr8,77603601,78643377
P148_1,chr8,78643378,79138617
P148_1,chr8,79138618,79843256
P148_1,chr8,79843257,80395131
P148_1,chr8,80395132,81941716
P148_1,chr8,81941717,85700177
P148_1,chr8,85700178,86800711
P148_1,chr8,86800712,88458188
P148_1,chr8,88458189,90017026
P148_1,chr8,90017027,93229486
P148_1,chr8,93229487,93508420
P148_1,chr8,93508421,93980037
P148_1,chr8,93980038,94395759
P148_1,chr8,94395760,98543982
P148_1,chr8,98543983,146259314
P148_2,chr8,0,3421
P148_2,chr8,3422,4354031
P148_2,chr8,4354032,10791736
P148_2,chr8,10791737,31397708
P148_2,chr8,31397709,34763136
P148_2,chr8,34763137,52664482
P148_2,chr8,52664483,53402997
P148_2,chr8,53402998,57089618
P148_2,chr8,57089619,58016335
P148_2,chr8,58016336,58797110
P148_2,chr8,58797111,61857352
P148_2,chr8,61857353,62664159
P148_2,chr8,62664160,67945854
P148_2,chr8,67945855,68199443
P148_2,chr8,68199444,68256863
P148_2,chr8,68256864,68303156
P148_2,chr8,68303157,70838102
P148_2,chr8,70838103,71808168
P148_2,chr8,71808169,76084306
P148_2,chr8,76084307,79843729
P148_2,chr8,79843730,83770634
P148_2,chr8,83770635,93405348
P148_2,chr8,93405349,94557600
P148_2,chr8,94557601,98543982
P148_2,chr8,98543983,105094956
P148_2,chr8,105094957,116611555
P148_2,chr8,116611556,121549558
P148_2,chr8,121549559,122017503
P148_2,chr8,122017504,125305430
P148_2,chr8,125305431,146259314
P149_1,chr8,0,3421
P149_1,chr8,3422,6381338
P149_1,chr8,6381339,13882994
P149_1,chr8,13882995,16167870
P149_1,chr8,16167871,18841440
P149_1,chr8,18841441,25622817
P149_1,chr8,25622818,26525980
P149_1,chr8,26525981,48331452
P149_1,chr8,48331453,48663619
P149_1,chr8,48663620,48758789
P149_1,chr8,48758790,66014164
P149_1,chr8,66014165,69836501
P149_1,chr8,69836502,86548967
P149_1,chr8,86548968,146259314
P149_2,chr8,0,3421
P149_2,chr8,3422,6381338
P149_2,chr8,6381339,7322671
P149_2,chr8,7322672,9823444
P149_2,chr8,9823445,13654086
P149_2,chr8,13654087,13882994
P149_2,chr8,13882995,26525980
P149_2,chr8,26525981,28714949
P149_2,chr8,28714950,44681223
P149_2,chr8,44681224,46717906
P149_2,chr8,46717907,48116396
P149_2,chr8,48116397,48331452
P149_2,chr8,48331453,48758789
P149_2,chr8,48758790,55786140
P149_2,chr8,55786141,58168780
P149_2,chr8,58168781,66014164
P149_2,chr8,66014165,86548967
P149_2,chr8,86548968,88722124
P149_2,chr8,88722125,90664386
P149_2,chr8,90664387,94622456
P149_2,chr8,94622457,95690490
P149_2,chr8,95690491,100353340
P149_2,chr8,100353341,100666634
P149_2,chr8,100666635,102081730
P149_2,chr8,102081731,102468702
P149_2,chr8,102468703,104850535
P149_2,chr8,104850536,110233630
P149_2,chr8,110233631,115617677
P149_2,chr8,115617678,119422898
P149_2,chr8,119422899,122401729
P149_2,chr8,122401730,127456360
P149_2,chr8,127456361,129965670
P149_2,chr8,129965671,136781066
P149_2,chr8,136781067,140257272
P149_2,chr8,140257273,142268438
P149_2,chr8,142268439,146259314
P14_1,chr8,0,3421
P14_1,chr8,3422,84788240
P14_1,chr8,84788241,86301147
P14_1,chr8,86301148,91074801
P14_1,chr8,91074802,146259314
P14_2,chr8,0,3421
P14_2,chr8,3422,15412932
P14_2,chr8,15412933,19688938
P14_2,chr8,19688939,27147471
P14_2,chr8,27147472,29009201
P14_2,chr8,29009202,34763136
P14_2,chr8,34763137,40614833
P14_2,chr8,40614834,60318747
P14_2,chr8,60318748,61223900
P14_2,chr8,61223901,62185784
P14_2,chr8,62185785,71949678
P14_2,chr8,71949679,74473783
P14_2,chr8,74473784,85056456
P14_2,chr8,85056457,87279226
P14_2,chr8,87279227,96431616
P14_2,chr8,96431617,99390450
P14_2,chr8,99390451,100494076
P14_2,chr8,100494077,122798414
P14_2,chr8,122798415,132497502
P14_2,chr8,132497503,138448953
P14_2,chr8,138448954,146259314
P150_1,chr8,0,3421
P150_1,chr8,3422,12725176
P150_1,chr8,12725177,45256837
P150_1,chr8,45256838,47224881
P150_1,chr8,47224882,65732025
P150_1,chr8,65732026,70177276
P150_1,chr8,70177277,71294064
P150_1,chr8,71294065,74875138
P150_1,chr8,74875139,75063108
P150_1,chr8,75063109,75805536
P150_1,chr8,75805537,78133562
P150_1,chr8,78133563,81941716
P150_1,chr8,81941717,87319545
P150_1,chr8,87319546,95264436
P150_1,chr8,95264437,95544143
P150_1,chr8,95544144,100350747
P150_1,chr8,100350748,107597197
P150_1,chr8,107597198,108669875
P150_1,chr8,108669876,109946381
P150_1,chr8,109946382,111062874
P150_1,chr8,111062875,111502110
P150_1,chr8,111502111,112544428
P150_1,chr8,112544429,122017503
P150_1,chr8,122017504,146259314
P150_2,chr8,0,3421
P150_2,chr8,3422,15112490
P150_2,chr8,15112491,16762974
P150_2,chr8,16762975,43530245
P150_2,chr8,43530246,60803693
P150_2,chr8,60803694,64078508
P150_2,chr8,64078509,80625566
P150_2,chr8,80625567,83610214
P150_2,chr8,83610215,92284629
P150_2,chr8,92284630,94428218
P150_2,chr8,94428219,96089929
P150_2,chr8,96089930,102602021
P150_2,chr8,102602022,146259314
P151_1,chr8,0,3421
P151_1,chr8,3422,1261121
P151_1,chr8,1261122,6953604
P151_1,chr8,6953605,7129539
P151_1,chr8,7129540,8210197
P151_1,chr8,8210198,14727800
P151_1,chr8,14727801,22090433
P151_1,chr8,22090434,27272631
P151_1,chr8,27272632,73757096
P151_1,chr8,73757097,77603600
P151_1,chr8,77603601,95395752
P151_1,chr8,95395753,96202855
P151_1,chr8,96202856,97124466
P151_1,chr8,97124467,121106144
P151_1,chr8,121106145,126831225
P151_1,chr8,126831226,134684807
P151_1,chr8,134684808,137229292
P151_1,chr8,137229293,140177396
P151_1,chr8,140177397,144857871
P151_1,chr8,144857872,145166555
P151_1,chr8,145166556,146259314
P151_2,chr8,0,3421
P151_2,chr8,3422,4354031
P151_2,chr8,4354032,48457064
P151_2,chr8,48457065,48499722
P151_2,chr8,48499723,52493464
P151_2,chr8,52493465,101777323
P151_2,chr8,101777324,103255803
P151_2,chr8,103255804,146259314
P152_1,chr8,0,3421
P152_1,chr8,3422,78554742
P152_1,chr8,78554743,82318977
P152_1,chr8,82318978,146259314
P152_2,chr8,0,3421
P152_2,chr8,3422,23050380
P152_2,chr8,23050381,29137101
P152_2,chr8,29137102,33498258
P152_2,chr8,33498259,36799815
P152_2,chr8,36799816,39040670
P152_2,chr8,39040671,44853473
P152_2,chr8,44853474,49948442
P152_2,chr8,49948443,50841673
P152_2,chr8,50841674,57816735
P152_2,chr8,57816736,58621719
P152_2,chr8,58621720,60471035
P152_2,chr8,60471036,60803693
P152_2,chr8,60803694,67812533
P152_2,chr8,67812534,70796661
P152_2,chr8,70796662,73131141
P152_2,chr8,73131142,76043721
P152_2,chr8,76043722,76084306
P152_2,chr8,76084307,82300111
P152_2,chr8,82300112,84936430
P152_2,chr8,84936431,86340885
P152_2,chr8,86340886,86800711
P152_2,chr8,86800712,87953664
P152_2,chr8,87953665,89965523
P152_2,chr8,89965524,92792203
P152_2,chr8,92792204,93980037
P152_2,chr8,93980038,94428218
P152_2,chr8,94428219,94702879
P152_2,chr8,94702880,96115044
P152_2,chr8,96115045,97035869
P152_2,chr8,97035870,97299033
P152_2,chr8,97299034,98847423
P152_2,chr8,98847424,99734978
P152_2,chr8,99734979,105708954
P152_2,chr8,105708955,105800150
P152_2,chr8,105800151,109332052
P152_2,chr8,109332053,112511431
P152_2,chr8,112511432,112757676
P152_2,chr8,112757677,113498509
P152_2,chr8,113498510,113647444
P152_2,chr8,113647445,115876124
P152_2,chr8,115876125,118925668
P152_2,chr8,118925669,120010646
P152_2,chr8,120010647,121644472
P152_2,chr8,121644473,122401729
P152_2,chr8,122401730,122682839
P152_2,chr8,122682840,129050590
P152_2,chr8,129050591,129965670
P152_2,chr8,129965671,140043470
P152_2,chr8,140043471,146259314
P153_1,chr8,0,3421
P153_1,chr8,3422,12250377
P153_1,chr8,12250378,26581236
P153_1,chr8,26581237,73581701
P153_1,chr8,73581702,75805536
P153_1,chr8,75805537,96547766
P153_1,chr8,96547767,99035282
P153_1,chr8,99035283,102281311
P153_1,chr8,102281312,105540941
P153_1,chr8,105540942,114359336
P153_1,chr8,114359337,130337700
P153_1,chr8,130337701,146259314
P153_2,chr8,0,3421
P153_2,chr8,3422,9296213
P153_2,chr8,9296214,12373610
P153_2,chr8,12373611,14373521
P153_2,chr8,14373522,14707936
P153_2,chr8,14707937,16762974
P153_2,chr8,16762975,22818691
P153_2,chr8,22818692,40869012
P153_2,chr8,40869013,47069039
P153_2,chr8,47069040,47552708
P153_2,chr8,47552709,49523971
P153_2,chr8,49523972,50841673
P153_2,chr8,50841674,51029418
P153_2,chr8,51029419,53966375
P153_2,chr8,53966376,54442538
P153_2,chr8,54442539,64078508
P153_2,chr8,64078509,68356692
P153_2,chr8,68356693,73396804
P153_2,chr8,73396805,75150168
P153_2,chr8,75150169,79138617
P153_2,chr8,79138618,80121148
P153_2,chr8,80121149,84936430
P153_2,chr8,84936431,86309685
P153_2,chr8,86309686,92742550
P153_2,chr8,92742551,99362070
P153_2,chr8,99362071,102711735
P153_2,chr8,102711736,103628619
P153_2,chr8,103628620,103743008
P153_2,chr8,103743009,105126790
P153_2,chr8,105126791,105775457
P153_2,chr8,105775458,109659845
P153_2,chr8,109659846,113611744
P153_2,chr8,113611745,115791378
P153_2,chr8,115791379,121583802
P153_2,chr8,121583803,128055864
P153_2,chr8,128055865,133405478
P153_2,chr8,133405479,134822792
P153_2,chr8,134822793,144806829
P153_2,chr8,144806830,145738867
P153_2,chr8,145738868,146259314
P154_1,chr8,0,3421
P154_1,chr8,3422,146259314
P154_2,chr8,0,3421
P154_2,chr8,3422,69671091
P154_2,chr8,69671092,118432900
P154_2,chr8,118432901,119057659
P154_2,chr8,119057660,141015731
P154_2,chr8,141015732,146259314
P155_1,chr8,0,3421
P155_1,chr8,3422,146259314
P155_2,chr8,0,3421
P155_2,chr8,3422,9886845
P155_2,chr8,9886846,12250377
P155_2,chr8,12250378,28344974
P155_2,chr8,28344975,35072436
P155_2,chr8,35072437,38910704
P155_2,chr8,38910705,46804976
P155_2,chr8,46804977,54427213
P155_2,chr8,54427214,63663399
P155_2,chr8,63663400,72707350
P155_2,chr8,72707351,73507946
P155_2,chr8,73507947,77684292
P155_2,chr8,77684293,83051755
P155_2,chr8,83051756,86985948
P155_2,chr8,86985949,88045518
P155_2,chr8,88045519,88071395
P155_2,chr8,88071396,102246370
P155_2,chr8,102246371,103018192
P155_2,chr8,103018193,112316685
P155_2,chr8,112316686,146259314
P156_1,chr8,0,3421
P156_1,chr8,3422,1435646
P156_1,chr8,1435647,4354031
P156_1,chr8,4354032,4730468
P156_1,chr8,4730469,5950131
P156_1,chr8,5950132,6485838
P156_1,chr8,6485839,7441265
P156_1,chr8,7441266,7972663
P156_1,chr8,7972664,8571433
P156_1,chr8,8571434,10830548
P156_1,chr8,10830549,12250377
P156_1,chr8,12250378,12840984
P156_1,chr8,12840985,13739274
P156_1,chr8,13739275,16762974
P156_1,chr8,16762975,20919063
P156_1,chr8,20919064,22256102
P156_1,chr8,22256103,22486735
P156_1,chr8,22486736,23050380
P156_1,chr8,23050381,24185835
P156_1,chr8,24185836,28344974
P156_1,chr8,28344975,30142394
P156_1,chr8,30142395,31262755
P156_1,chr8,31262756,32017747
P156_1,chr8,32017748,35054647
P156_1,chr8,35054648,35645345
P156_1,chr8,35645346,41573085
P156_1,chr8,41573086,42857550
P156_1,chr8,42857551,46390092
P156_1,chr8,46390093,46506028
P156_1,chr8,46506029,47069039
P156_1,chr8,47069040,48823200
P156_1,chr8,48823201,49143356
P156_1,chr8,49143357,49976793
P156_1,chr8,49976794,53868867
P156_1,chr8,53868868,53999362
P156_1,chr8,53999363,54643940
P156_1,chr8,54643941,55081398
P156_1,chr8,55081399,55601379
P156_1,chr8,55601380,57490395
P156_1,chr8,57490396,59207140
P156_1,chr8,59207141,60803693
P156_1,chr8,60803694,62759418
P156_1,chr8,62759419,63204838
P156_1,chr8,63204839,63617867
P156_1,chr8,63617868,64078508
P156_1,chr8,64078509,64244029
P156_1,chr8,64244030,64515161
P156_1,chr8,64515162,65727265
P156_1,chr8,65727266,67812533
P156_1,chr8,67812534,68303156
P156_1,chr8,68303157,68972216
P156_1,chr8,68972217,70796661
P156_1,chr8,70796662,71060239
P156_1,chr8,71060240,71166490
P156_1,chr8,71166491,71752587
P156_1,chr8,71752588,72130127
P156_1,chr8,72130128,72197635
P156_1,chr8,72197636,72493692
P156_1,chr8,72493693,73775976
P156_1,chr8,73775977,78500711
P156_1,chr8,78500712,79318521
P156_1,chr8,79318522,79947762
P156_1,chr8,79947763,80121148
P156_1,chr8,80121149,82022610
P156_1,chr8,82022611,82464486
P156_1,chr8,82464487,83826352
P156_1,chr8,83826353,84205866
P156_1,chr8,84205867,84556929
P156_1,chr8,84556930,84936430
P156_1,chr8,84936431,85212988
P156_1,chr8,85212989,85217727
P156_1,chr8,85217728,85280639
P156_1,chr8,85280640,86167163
P156_1,chr8,86167164,86284140
P156_1,chr8,86284141,87260678
P156_1,chr8,87260679,88032084
P156_1,chr8,88032085,88458188
P156_1,chr8,88458189,102711735
P156_1,chr8,102711736,102819745
P156_1,chr8,102819746,103453663
P156_1,chr8,103453664,104045400
P156_1,chr8,104045401,104897327
P156_1,chr8,104897328,104941964
P156_1,chr8,104941965,106157505
P156_1,chr8,106157506,106232951
P156_1,chr8,106232952,107064915
P156_1,chr8,107064916,107361831
P156_1,chr8,107361832,107445092
P156_1,chr8,107445093,107687643
P156_1,chr8,107687644,107925636
P156_1,chr8,107925637,108083397
P156_1,chr8,108083398,108349212
P156_1,chr8,108349213,110019622
P156_1,chr8,110019623,110937217
P156_1,chr8,110937218,111802777
P156_1,chr8,111802778,113611744
P156_1,chr8,113611745,114824657
P156_1,chr8,114824658,118508406
P156_1,chr8,118508407,119110259
P156_1,chr8,119110260,122588031
P156_1,chr8,122588032,122618858
P156_1,chr8,122618859,124930221
P156_1,chr8,124930222,127590794
P156_1,chr8,127590795,128914437
P156_1,chr8,128914438,129035793
P156_1,chr8,129035794,129230337
P156_1,chr8,129230338,130231466
P156_1,chr8,130231467,134533601
P156_1,chr8,134533602,134575477
P156_1,chr8,134575478,134674145
P156_1,chr8,134674146,134700691
P156_1,chr8,134700692,136560799
P156_1,chr8,136560800,136829297
P156_1,chr8,136829298,138740831
P156_1,chr8,138740832,140165744
P156_1,chr8,140165745,141283142
P156_1,chr8,141283143,144498041
P156_1,chr8,144498042,144779021
P156_1,chr8,144779022,145246802
P156_1,chr8,145246803,146259314
P156_2,chr8,0,3421
P156_2,chr8,3422,5919380
P156_2,chr8,5919381,8841263
P156_2,chr8,8841264,8940247
P156_2,chr8,8940248,8960022
P156_2,chr8,8960023,9707026
P156_2,chr8,9707027,9886845
P156_2,chr8,9886846,10763496
P156_2,chr8,10763497,12385790
P156_2,chr8,12385791,12541692
P156_2,chr8,12541693,12910932
P156_2,chr8,12910933,18129137
P156_2,chr8,18129138,27452239
P156_2,chr8,27452240,30695638
P156_2,chr8,30695639,30760606
P156_2,chr8,30760607,31099629
P156_2,chr8,31099630,35072436
P156_2,chr8,35072437,35702655
P156_2,chr8,35702656,37919480
P156_2,chr8,37919481,40092521
P156_2,chr8,40092522,41211618
P156_2,chr8,41211619,41288805
P156_2,chr8,41288806,42427584
P156_2,chr8,42427585,44665286
P156_2,chr8,44665287,44840795
P156_2,chr8,44840796,45003702
P156_2,chr8,45003703,46804976
P156_2,chr8,46804977,48067129
P156_2,chr8,48067130,48843487
P156_2,chr8,48843488,48974821
P156_2,chr8,48974822,52157932
P156_2,chr8,52157933,52259126
P156_2,chr8,52259127,55598141
P156_2,chr8,55598142,58146352
P156_2,chr8,58146353,59366251
P156_2,chr8,59366252,61840999
P156_2,chr8,61841000,62242867
P156_2,chr8,62242868,62305168
P156_2,chr8,62305169,67201860
P156_2,chr8,67201861,68805144
P156_2,chr8,68805145,69671091
P156_2,chr8,69671092,72375749
P156_2,chr8,72375750,72667730
P156_2,chr8,72667731,73851677
P156_2,chr8,73851678,74305559
P156_2,chr8,74305560,76142141
P156_2,chr8,76142142,77104931
P156_2,chr8,77104932,77684292
P156_2,chr8,77684293,80522819
P156_2,chr8,80522820,82009813
P156_2,chr8,82009814,86985948
P156_2,chr8,86985949,88812392
P156_2,chr8,88812393,93561549
P156_2,chr8,93561550,95184306
P156_2,chr8,95184307,96440031
P156_2,chr8,96440032,97079192
P156_2,chr8,97079193,97657237
P156_2,chr8,97657238,98622158
P156_2,chr8,98622159,101222286
P156_2,chr8,101222287,101834392
P156_2,chr8,101834393,102555875
P156_2,chr8,102555876,107148699
P156_2,chr8,107148700,108280731
P156_2,chr8,108280732,108783805
P156_2,chr8,108783806,108894223
P156_2,chr8,108894224,110795924
P156_2,chr8,110795925,110818392
P156_2,chr8,110818393,111233928
P156_2,chr8,111233929,112508222
P156_2,chr8,112508223,112684832
P156_2,chr8,112684833,114441706
P156_2,chr8,114441707,114804417
P156_2,chr8,114804418,115934442
P156_2,chr8,115934443,117204891
P156_2,chr8,117204892,118432900
P156_2,chr8,118432901,120311204
P156_2,chr8,120311205,122882321
P156_2,chr8,122882322,126958682
P156_2,chr8,126958683,139287907
P156_2,chr8,139287908,140043470
P156_2,chr8,140043471,141014766
P156_2,chr8,141014767,145374332
P156_2,chr8,145374333,146153020
P156_2,chr8,146153021,146259314
P157_1,chr8,0,3421
P157_1,chr8,3422,35989786
P157_1,chr8,35989787,78331359
P157_1,chr8,78331360,89207478
P157_1,chr8,89207479,102716960
P157_1,chr8,102716961,113908880
P157_1,chr8,113908881,146259314
P157_2,chr8,0,3421
P157_2,chr8,3422,79988250
P157_2,chr8,79988251,110955997
P157_2,chr8,110955998,121338990
P157_2,chr8,121338991,146259314
P158_1,chr8,0,3421
P158_1,chr8,3422,38910704
P158_1,chr8,38910705,53067778
P158_1,chr8,53067779,61729861
P158_1,chr8,61729862,66033024
P158_1,chr8,66033025,68972216
P158_1,chr8,68972217,69671091
P158_1,chr8,69671092,76627283
P158_1,chr8,76627284,82464486
P158_1,chr8,82464487,83592204
P158_1,chr8,83592205,88071395
P158_1,chr8,88071396,88358653
P158_1,chr8,88358654,89788456
P158_1,chr8,89788457,90667121
P158_1,chr8,90667122,93561300
P158_1,chr8,93561301,93966298
P158_1,chr8,93966299,99704799
P158_1,chr8,99704800,102356764
P158_1,chr8,102356765,106207062
P158_1,chr8,106207063,107253638
P158_1,chr8,107253639,107445092
P158_1,chr8,107445093,110955997
P158_1,chr8,110955998,118432900
P158_1,chr8,118432901,120447435
P158_1,chr8,120447436,121636199
P158_1,chr8,121636200,125124095
P158_1,chr8,125124096,144498041
P158_1,chr8,144498042,145928859
P158_1,chr8,145928860,146259314
P158_2,chr8,0,3421
P158_2,chr8,3422,12876179
P158_2,chr8,12876180,23760034
P158_2,chr8,23760035,26104396
P158_2,chr8,26104397,30893477
P158_2,chr8,30893478,38139023
P158_2,chr8,38139024,46804976
P158_2,chr8,46804977,49577482
P158_2,chr8,49577483,50396629
P158_2,chr8,50396630,58757328
P158_2,chr8,58757329,59861046
P158_2,chr8,59861047,60581760
P158_2,chr8,60581761,63571568
P158_2,chr8,63571569,65764656
P158_2,chr8,65764657,68933923
P158_2,chr8,68933924,70502991
P158_2,chr8,70502992,79550910
